content,label
暮云收尽，霁霞明、高拥一轮寒玉。帘影横斜房户静，小立啼红蔌蔌。素鲤频传，蕉心微展，双蕊明红烛。开门疑是，故人敲撼窗竹。长记那里西楼，小寒窗静，尽掩风筝鸣屋。泪眼灯光情未尽，尽觉语长更促。短短霞杯，温温罗，妙语书裙幅。五湖何日，小舟同泛春绿。,写景抒情
晚凉倦浴，素妆薄试铅华靓。凝定。似一朵芙蓉泛清镜。轻纨笑自拈，扑蝶鸳鸯径。娇懒。金凤、斜翠蝉影。冰肌玉骨，衬体红绡莹。还暗省。记青青、双鬓旧潘令。梦想鸾筝，後堂深静。何日西风，碧梧金井。,思妇闺怨
未报贾船回。三径荒锄菊卧开。想得邻船霜笛罢，沾衣。不为涪翁更为谁。风力袅萸枝。酒面红鳞惬细吹。莫笑插花和事老，摧颓。却向人间耐盛衰。,送别题赠
镂玉裁琼学靓妆。不须沈水自然香。好随梅蕊妆宫额，肯似桃花误阮郎。羞傅粉，贱香囊。何劳傲雪与凌霜。新来句引无情眼，拼为东风一晌忙。,写景抒情
笑铭崖笔倦，访雪舟寒，觅里寻邻。半掩闲门草，看长松落荫，旧榻悬尘。自怜此来何事，不为忆鲈莼。但回首当年，芙蓉城里，胜友如云。思君。度遥夜，谩疑是梅花，檐下空巡。蝶与周俱梦，折一枝聊寄，古意殊真。渺然望极来雁，传与异乡春。尚记得行歌，阳关西出无故人。,羁旅思乡
一雨洗烦溽，天气爽如秋。江山佳处，眼明重见旧交游。去国三千馀里，俯视朝宗一水，共笑此生浮。幸我扁舟具，归欲问菟裘。叹君才，方进用，岂容休。銮坡凤沼，情知不为蜀人留。便恐升沈各异，後日相逢无处，别语易成愁。记取平安使，时访荻花洲。,羁旅思乡
暮景萧萧雨霁。云淡天高风细。正月华如水。金波银汉，潋滟无际。冷浸书帷梦断，却披衣重起。临轩砌。素光遥指。因念翠蛾，杳隔音尘何处，相望同千里。尽凝睇。厌厌无寐。渐晓雕阑独倚。,写景抒情
孤峤蟠烟，层涛蜕月，骊宫夜采铅水。讯远槎风，梦深薇露，化作断魂心字。红瓷候火，还乍识、冰环玉指。一缕萦帘翠影，依稀海天云气。几回娇半醉。翦春灯、夜寒花碎。更好故溪飞雪，小窗深闭。荀令如今顿老，总忘却、樽前旧风味。谩惜馀熏，空篝素被。,思妇闺怨
飘流踪迹，趁春来、还趁春光归去。九十韶华能几许，著意留他不住。趱柳催花，催红长翠，多少风和雨。蜂闲蝶怨，尽凭枝上莺语。归棹去去难留，桃花浪暖，绿涨迷津浦。回首重城天样远，人在重城深处。惜别愁分，凝暗有泪，总寄阳关句。不堪肠断，恨随江水东注。,送别题赠
物我本虚幻，世事若俳谐。功名富贵，当得须是个般才。幸有山林云水，造物端如有意，分付与吾侪。寄语旧猿鹤，不用苦相猜。醉中适，一杯尽，复一杯。坐间有客，超诣言笑可忘怀。况是清风明月，如会幽人高意，千里自飞来。共笑陶彭泽，空对菊花开。,人生感怀
桥如虹。水如空。一叶飘然烟雨中。天教称放翁。侧船篷。使江风。蟹舍参差渔市东。到时闻暮锺。,写景抒情
群芳过後西湖好，狼籍残红。飞絮。垂柳阑干尽日风。笙歌散尽游人去，始觉春空。垂下帘栊。双燕归来细雨中。,写景抒情
晴景初升风细细。云收天淡如洗。望外凤凰双阙，葱葱佳气。朝罢香烟满袖，近臣报、天颜有喜。夜来连得封章，奏大河、彻底清。君王寿与天齐，馨香动上穹，频降嘉瑞。大晟奏功，六乐初调清徵。合殿春风乍转，万花覆、千官尽醉。内家传敕，重开宴、未央宫里。,咏史怀古
燕台暮集，对秋容凄紧，松阴幂幂。徙倚阑边临翠壑，千顷风烟横出。坐待冰轮，天空云散，一色如苍璧。娥有意，为谁来赴今夕。身世如许飘流，佳时轻过了，他年空忆。我辈情锺端未愧，昔日兰亭陈迹。坐上何人，骊歌凄断，语别还应惜。有心红烛，替人珠泪频滴。,送别题赠
紫薇朱槿繁开後。枕簟微凉生玉漏。玳筵初启日穿帘，檀板欲开香满袖。红衫侍女频倾酒。龟鹤仙人来献寿。欢声喜气逐时新，青鬓玉颜长似旧。,送别题赠
杨花撩乱与云干。春事可悲酸。况是雨荒院落，江南但有春寒。莺残燕赖，蜂慵蝶褪，谩等闲看。不是无情描貌，奚奴且放安单。,写景抒情
缥缈红妆照浅溪。薄云疏雨不成泥。送君何处古台西。废沼夜来秋水满，茂林深处晚莺啼。行人肠断草凄迷。,送别题赠
小小红泥院宇，深深翠色屏帷。簇定熏炉酥酒软，门外东风寒不知。恰疑三月时。钗影半欹绿子，歌声轻度红儿。醉里不愁更漏断，更要梅花看几枝。起来霜月低。,写景抒情
谁云万事转头空。春寓不言中。底问垂杨在否，年年一度东风。凭高慨古，英雄亦泪，我辈情锺。事业正须老手，清吟留与山翁。,咏史怀古
湖上西风斜日，荷花落尽红英。金菊满丛珠颗细，海燕辞巢翅羽轻。年年岁岁情。美酒一杯新熟，高歌数阕堪听。不向尊前同一醉，可奈光阴似水声。迢迢去未停。,写景抒情
潇湘雨打船篷。别离中。愁见拍天沧水、搅天风。留不住。终须去。莫匆匆。後夜一尊何处、与谁同。,送别题赠
绿水波平花烂漫。照影红妆，步转垂杨岸。别後深情将为断。相逢添得人留恋。絮软丝轻无系绊。烟惹风迎，并入春心乱。和泪语娇声又颤。行行尽远犹回面。,送别题赠
天遥野阔雁书空。山远暮云中。目断江南烟雨，□□枕春风。功名富贵，何须计较，烟际疏钟。解道浅妆浓抹，从来惟有坡翁。,羁旅思乡
霜树啼鸦，梅欲放、小春清晓。庆初度、佩环风外，笑声云表。一柱独擎梁栋重，十年整顿乾坤了。种春风、桃李满人间，知多少。功甚大，心常小。居廊庙，思耕钓。奈华夷休戚，系王颦笑。盟府山河书带砺，成周师保须周召。看貂蝉、绿鬓本天人，真难老。,咏史怀古
重阳恁好，正秋清天色，水容如泻。野阔风高香雾满，采菊无人同把。堪笑渊明，蓬头曳杖，吟赏东篱下。孤风远韵，至今犹作佳话。争似太守才贤，慈祥恺悌，赋政多闲暇。千里江山供胜践，尊俎延登儒雅。只恐相将，吹花春宴，不许斯民借。花嘲便坐，尚怀方外司马。,写景抒情
人去西楼雁杳。叙别梦、扬州一觉。云澹星疏楚山晓。听啼乌，立河桥，话未了。雨外蛩声早。细织就、霜丝多少。说与萧娘未知道。向长安，对秋灯，几人老。,送别题赠
倚楼小小穿针女。秋光点点蛛丝雨。今夕是何宵。龙车乌鹊桥。经年谋一笑。岂解令人巧。不用问如何。人间巧更多。,送别题赠
青松翠。一夜猗倾如醉倒。残腊能佳。落尽梅花见雪花。诗崖酒岛。何日登临同笑傲。未老还家。饱历年华有鬓华。,写景抒情
红锦旧同心。西池上、曾与系青禽。记山水写情，秋桐促轸，鸳鸯萦恨，春绣停针。常叹好风妨画扇，明月堕瑶簪。短梦易残，一声长笛，新愁无限，何处孤砧。香奁依然在，但鸾镜、孤影渺渺难寻。雨後胭脂，应想粉蚀尘侵。怅去帆渐杳，鱼鳞浪浅，远笺难寄，鸿尾云深。回首高楼，不堪烟雨平林。,思妇闺怨
深院萧萧梧叶雨。知道秋来，不见秋来处。云压小桥人不渡。黄芦苦竹愁如雾。四壁秋声谁更赋。人只留春，不解留春住。秋又欲归天又暮。斜阳红影随鸦去。,写景抒情
奁霏净洗，唤素娥睡起，平分秋色。雁背风高霜兔冷，露脚侵衣香湿。银浦流云，珠房迎晓，鬓影霜争白。玉尊良夜，与谁同醉瑶席。忍记倚桂分题，簪花筹酒，处处成陈迹。十二楼空环佩杳，惟有孤云知得。如此江山，依然风月，月底人非昔。知音何许，泪痕空沁愁碧。,送别题赠
那得身无事。问双溪老子，而今万缘空否。正使尘牢偿未了，毕竟难昏灵府。已笑唾、功名如土。五十九年风雨过，算非非、是是何须数。垂老也，信缘度。绿阴朱夏回清暑。叹病来、觞怯流霞，扇闲白羽。方念生初增感慨，谁寄乐章新语。知是我、花庵庵主。一别三年惟梦见，定何时、相对倾琼醑。惊世路，有豺虎。,人生感怀
壮日遇重九，跃马□欢游。如今何事多感，双鬓不禁秋。目断五陵台路，无复临高千骑，鼓吹簇轻裘。霜露下南国，淮汉绕神州。钓松鲈，斟郢酒，听吴讴。壮心铄尽，今夕重见紫茱羞。月落笳鸣沙碛，烽静人耕榆塞，此志恐悠悠。拟欲堕清泪，生怕菊花愁。,羁旅思乡
云头灰冷，金彝熏透茜罗衫。可人犹带，紫陌青门，珠泪斑斑。自恨移根无宿土，红姿减、绿意阑珊。有谁知我，花明眼暗，如雾中看。,思妇闺怨
微含清露真珠滴。怯晓寒脉脉。秉烛倚雕栏，今日尊前，尽是多情客。从来应与春相得。有动人标格。半笑倚春风，醉脸生红，不是胭脂色。,写景抒情
万里担簦访道，要知一点灵丹。日乌月兔在朝元。岂在迢迢云汉。罔象求珠易得，离明契后难言。五金八石是虚传。争似阳修阴炼。,咏史怀古
一点残红欲尽时。乍凉秋气满屏帏。梧桐叶上三更雨，叶叶声声是别离。调宝瑟，拨金猊。那时同唱鹧鸪词。如今风雨西楼夜，不听清歌也泪垂。,送别题赠
逸气轩眉宇。似王良、轻车熟路，骅骝欲舞。我觉君非池中物，咫尺蛟龙云雨。时与命、犹须天付。兰佩芳菲无人问，叹灵均、欲向重华诉。空壹郁，共谁语。儿曹不料扬雄赋。怪当年、甘泉误说，青葱玉树。风引船回沧溟阔，目断三山伊阻。但笑指、吾庐何许。门外苍官千百辈，尽堂堂、八尺须髯古。谁载酒，带湖去。,咏史怀古
翠蛾羞黛怯人看。掩霜纨。泪偷弹。且尽一尊，收泪唱阳关。漫道帝城天样远，天易见，见君难。画堂新拘近孤山。曲阑干。为谁安。飞絮落花，春色属明年。欲棹小舟寻旧事，无处问，水连天。,送别题赠
正千门系柳，赐宫烛、散青烟。看秀靥芳唇，涂妆晕色，试尽春妍。田田。满阶榆荚，弄轻阴、浅冷似秋天。随处饧香杏暖，燕飞斜秋千。朱弦。几换华年。扶浅醉、落花前。记旧时游冶，灯楼倚扇，水院移船。吟边。梦云飞远，有题红、都在薛涛笺。听绝残箫倦笛，夜堂明月窥帘。,写景抒情
小亭露厌风枝动。鹊炉火冷金瓶冻。悄悄对西窗。瘦知罗带长。欲眠思酒。坐听寒更久。无赖是青灯。开花故故明。,思妇闺怨
秋入中山，臂隼牵卢纵长猎。见骇毛飞雪，章台献颖，腰束缟，汤沐疏邑。管刊琼牒。苍梧恨、帝娥暗泣。陶郎老、憔悴玄香，禁苑犹催夜俱入。自叹江湖，雕龙心尽，相携蠹鱼箧。念醉魂悠扬，折钗锦字，黠髯掀舞，流觞春帖。还倚荆溪楫。金刀氏、尚传旧业。劳君为、脱帽篷窗，寓情题水叶。,咏史怀古
清都绛阕，我自经行惯。璧月带珠星，引钧天、笙箫不断。宝簪瑶佩，玉立拱清班。天一笑，物皆春，结得清虚伴。还丹九转。凡骨亲曾换。携剑到人间，偶相逢、依然青眼。狂歌醉舞，心事有谁知，明月下，好风前，相对纶巾岸。,写景抒情
水空相映。淡碧涵千顷。素练不收寒玉镜。□落阶无影。纤纤与捧金杯。暗香逐舞徘徊。雪尽玉容开遍，东风不管寒梅。,写景抒情
秋江带雨，寒沙萦水，人瞰画阁愁独。烟蓑散响惊诗思，还被乱鸥飞去，秀句难续。冷眼尽归图画上，认隔岸、微茫云屋。想半属、渔市樵村，欲暮竞然竹。须信风流未老，凭持酒、慰此凄凉心目。一鞭南陌，几篙官渡，赖有歌眉舒绿。只匆匆眺远，早觉闲愁挂乔木。应难奈，故人天际，望彻淮山，相思无雁足。,羁旅思乡
匆匆相遇匆匆去。恰似当年元未遇。生憎黄土岭头尘，强学章台街里絮。雨荒三径云迷路。总是离人堪恨处。从今对酒与当歌，空惹离情千万绪。,送别题赠
秩秩宾筵，玉潭春涨玻璃满。旆霞风卷。可但长安远。夏木成阴，路袅薰风转。空留恋。细吹银管。别意随声缓。,送别题赠
道家弱水蓬莱，鲸波万里谁知得。人间自有，南昌居士，仙风道骨。诗似白星，貌如聃老，风尘挺出。向谪仙家里，滕王阁畔，飘玉佩、下丹阙。黄发四朝元老，又谁知、重生绿发。手提一笔，活人多少，三千功积。已冠文昌，人人瞻望，玉枢躔逼。对新凉、酒颊微红，宛是一星南极。,咏史怀古
山转沙回江声小。望尽冷烟衰草。梦断瑶台晓。楚云何处英英好。古寺黄昏人悄悄。帘卷寒堂月到。不会思量了。素光看尽桐阴少。,写景抒情
逢人借问春归处。遥指芜城烟树。收尽柳梢残雨。月闯西南户。游丝不解留伊住。漫惹闲愁无数。燕子为谁来去。似说江头路。,送别题赠
别恨长长欢计短。疏锺促漏真堪怨。此会此情都未半。星初转。鸾琴凤乐匆匆卷。河鼓无言西北盼。香蛾有恨东南远。脉脉横波珠泪满。归心乱。离肠便逐星桥断。,送别题赠
胜概朱楹俯碧湖。萧萧风月一尘无。只堪绿蚁满尊浮。况是小春天正爽，杖藜相与探梅初。半皴枝上未成珠。,写景抒情
洞庭青草，近中秋、更无一点风色。玉鉴琼田三万顷，著我扁舟一叶。素月分辉，明河共影，表里俱澄澈。悠然心会，妙处难与君说。应念岭海经年，孤光自照，肝肺皆冰雪。短发萧骚襟袖冷，稳泛沧浪空阔。尽吸西江，细斟北斗，万象为宾客。扣舷独笑，不知今夕何夕。,羁旅思乡
料峭馀寒。元宵欲过，灯火阑珊。宿酒难醒，新愁未解，摇兀吟鞍。深林百舌关关。更雨洗、桃红未乾。野烧痕青，荒陂水满，春事何堪。,写景抒情
一叶新凉，又是西风，吹转素商。揽玉壶英气，锺为人物，银河精采，融作文章。司巧天公，搀先七夕，分付天孙云锦裳。骑龙凤，自九霄飞至，万丈光芒。早年奏赋长杨。饱挹尽瀛洲风露香。问石渠天禄，借将班马，荷山锦水，暂作龚黄。药省春风，薇垣夜月，合佩仙花侍玉皇。明年里，饮寿椒何处，宣劝持觞。,咏史怀古
广寒夜捣玄霜细。玉龙睡重痴涎坠。斗合一团娇。偎人暖欲消。心情虽软弱。也要人抟搦。宝扇莫惊秋。班姬应更愁。,思妇闺怨
点尽苍苔色欲空。竹篱茅舍要诗翁。花馀歌舞欢娱外，诗在经营惨澹中。听软语，笑衰容。一枝斜坠翠鬟松。浅颦轻笑谁堪醉，看取萧然林下风。,写景抒情
画屏天畔，梦回依约，十洲云水。手拈红笺寄人书，写无限、伤春事。别浦高楼曾漫倚。对江南千里。楼下分流水声中，有当日、凭高泪。,送别题赠
柳色津头泫绿，桃花渡口啼红。一春又负西湖醉，离恨雨声中。客袂迢迢西塞，馀寒翦翦东风。谁家拂水飞来燕，惆怅小楼东。,送别题赠
桂子飘香，江南秋老霜风作。自怜漂泊。几度伤离索。孤馆迢迢，满引村醪酌。情无著。好音难托。又失黄花约。,羁旅思乡
夕阳底尽，望楚天空阔，稀星帘幕。暮霭横江烟万缕，照水参差楼阁。两两三三，楼前归鹭，飞过栏干角。霜风何事，绕檐吹动寂寞。消散我已忘机，而今百念，灰了心头火。对酒当歌浑冷淡，一任他懑嗔恶。松竹园林，柳梧庭院，自有人间乐。闲云休问，去来本是无著。,写景抒情
茅舍竹篱边，雀噪晚枝时节。一阵暗香飘处，已难禁愁绝。江南得地故先开，不待有飞雪。肠断几回山路，恨无人攀折。,思妇闺怨
曾向君王说，臣愿守嘉州。风流别乘初届，元在越王楼。湖上龟鱼何事，桥上雁犀谁使，争挽海山舟。便遣旧姻娅，解后作斯游。晚风清，初暑涨，暮云收。公堂高会，恍疑仙女下罗浮。好是中郎有女，况是史君有妇，同对藕花洲。拟把鹤山月，换却鉴湖秋。,送别题赠
露烟静。寂寥转、梧桐寒影。天际历历征鸿近。被风吹散，声断无行阵。秋思客怀多少恨。谩厌厌谁问。晕残兰香消印。梦魂长定。愁伴更筹尽。,羁旅思乡
波面铜花冷不收。玉人垂钓理纤钩。月明池阁夜来秋。江燕话归成晓别，水花红减似春休。西风梧井叶先愁。,送别题赠
佳节。初春月。飞盖倾城尊俎列。安期驾鹤朝金阙。丹灶分留岩穴。山中花笑秦皇拙。祠殿荒凉虚设。,咏史怀古
天无四壁。底用量江尺。徒把乾坤分裂，谁与帝、扶民厄。几年樊圃缺。耳风腔转笛。此日双蛾空蹙，依然也，暮山碧。,咏史怀古
珠帘寂寂。愁背银缸泣。记得少年初选入。三十六宫第一。当年掌上承恩。而今冷落长门。又是羊车过也，月明花落黄昏。,思妇闺怨
烧色回青，冰痕绽白，娇云先酿酥雨。纵寒不压葭尘，应时已鞭黛土。东君入夜，怕预恼、诗边心绪。意转新，无奈吟魂，醉里已题春句。香梦醒、几花暗吐。绿睡起、几丝偷舞。酒醅清惜重斟，菜甲嫩怜细缕。玉纤彩胜，愿岁岁、春风相遇。要等得、明日新晴，第一待寻芳去。,写景抒情
天涯倦客，如梦说今宵。承平事，车尘涨，马鸣萧。火城朝。狂歌闲嬉笑，平康客，五陵侠，闲相待，沙河路，灞陵桥。万眼琉璃，目眩去闲买，一翦梅烧。数金蛾彩蝶，簇带那人娇。说著魂销。掩鲛绡。波翻海，尘换世，铜仙泪，铁心娆。渺何地，朱履，解金貂。步宫腰。瑶池惊燕罢，瓶落井，箭离。灯楼倒，吴儿老，绛都迢。点点梅梢残雪，似东风、吹恨难消。悄山村渔火，风鬓立春宵。绕寒潮。,羁旅思乡
凋红减翠，正是清秋杪。深院袅香风，看梨花、一枝开早。珑璁映面，依约认娇颦，天淡淡，月溶溶，春意知多少。清明池馆，芳信年年好。更向五侯家，把江梅、风光占了。休教寂寞，辜负向人心，檀板响，宝杯倾，潘鬓从他老。,写景抒情
消瘦不胜寒，独立江南路。罗袜暗生尘，不见凌波步。兰佩解鸣，往事凭谁诉。一纸彩云笺，好寄青鸾去。,送别题赠
行道桥南无酒卖，老天犹困英雄。,羁旅思乡
失却故山云，索手指空为客。莼菜鲈鱼留我，住鸳鸯湖侧。偶然添酒旧壶卢，小醉度朝夕。吹笛月波楼下，有何人相识。,羁旅思乡
柳桥南畔。驻骢马、寻春几遍。自见了、生尘罗袜，尔许娇波流盼。为感郎、松柏深心，西陵已约平生愿。记别袖频招，斜门相送，小立钗横鬓乱。恨暗写、如蚕纸，空目断、高城人远。奈当时消息，黄姑织女，又成王谢堂前燕。托琴心怨。怕娇云弱雨，东风蓦地轻吹散。伤春病也，狼藉飞花满院。,送别题赠
凉夜摘花钿，苒苒动摇云绿。金络一团香露，正纱厨人独。朝来碧缕放长穿，钗头挂层玉。记得如今时候，正荔枝初熟。,思妇闺怨
禁烟却酿新愁。正系马、清淮渡头。後日清明催叠鼓，应在扬州。归时元已临流。要绮陌、芳郊恣游。三月羁怀当一洗，莫放觥筹。,送别题赠
藏藏摸摸。好事争如莫。背後寻思浑是错。猛与将来放著。吹花卷絮无踪。晚妆知为谁红。梦断阳台云雨，世间不要春风。,人生感怀
岁岁丹霞天近处。借问殷勤，何以逢兰杜。碧砌玉阑春不去。清香长逐薰风度。况是恩光新雨露。绿叶青青，葱翠长如许。端的萱花仙伴侣。年年今日阶前舞。,写景抒情
陆续鸣鸠呼晓晴。霏微残雾湿春城。未成梅雨，先做麦寒轻。长日花又落，短屏曲曲酒初醒。小舟无绪，闲带牡丹行。,写景抒情
如此男儿，可是疏狂，才大兴浓。看曹瞒事业，雀台夜月，建封气概，燕子春风。叱咤生雷，肝肠似石，才到尊前都不同。人间世，只婵娟一剑，磨尽英雄。半生书剑无功。漫赢得闲情如二公。向紫云歌畔，玉最满，红桃笑里，金错长空。驼陌三年，牛腰几束，半在兰香巾笥中。君知否，是扬州景物，消得司封。,咏史怀古
花色撩人红入眼。可是东君，要得人肠断。欲诉深情春不管。风枝雨叶空撩乱。谩插一枝飞一盏。小赏幽期，破我平生愿。珍约未成春又短。但凭蝴蝶传深怨。,送别题赠
欲执河梁手，还升月旦堂。酒阑人散月侵廊。北客明朝归去、雁南翔。窈窕高明玉，风流郑季庄。一时分散水云乡。惟有落花芳草、断人肠。,送别题赠
飞花澹澹风，破暖疏疏雨。香润玉阶尘，翠湿纱窗雾。钿筝离雁行，宝箧留钗股。惟有凤楼魂，夜夜江南路。,送别题赠
鸾屏绣被香云拥。平帖幽闺梦。觉来重试古龙涎。深炷玉炉、烧气不烧烟。匆匆人去三更也。月到回廊下。出门无语送郎时。泪共一天风露、湿罗衣。,思妇闺怨
是疑他、春来倏忽，是疑岁别人去。古今守岁言无说，长是酒阑情绪。堪恨处。曾亲见都人，户户银花树。星河未曙。听朝马笼街，火城簇仗，御笔已题露。人间事，空忆桃符旧句。三茅钟自朝暮。严城夜禁故如鬼，况敢凭陵大呼。冬冬鼓。但画角声残，已是新人故。休思前度。叹五十加三，明朝领取，闲看五星聚。,送别题赠
春晚出山城，落日行江岸。人不共潮来，香亦临风散。花谢小妆残，莺困清歌断。行雨梦魂消，飞絮心情乱。,写景抒情
千山拥翠屏，一水萦罗带。雨过水痕添，云散山容在。亭高景最幽，天回风尤快。啼鸟一声闲，唤起情无奈。,写景抒情
深炷熏炉扃小院。手拈黄花，尚觉金犹浅。回首画堂双语燕。无情渐渐看人远。相见争如初不见。短鬓潘郎，斗觉年华换。最是西风吹不断。心头往事歌中怨。,思妇闺怨
懒学冯君，弹铗歌鱼，如今五年。为西湖西子，费人料理，东林东老，特地留连。坐注虫鱼，行吟雌霓，竟负逍遥第一篇。过从少，但赤髭白足，时复谈禅。倚门白水平田。看数点青山无尽天。叹春风心事，已成待兔，夕阳时节，又听啼鹃。如此凄凉，若为排遣，不是诗边即酒边。中宵梦，有逋梅吹雪，坡柳摇烟。,羁旅思乡
漠漠郊原荒宿草。黄花趁得秋风早。万里岷峨归梦到。东篱好。未应花似行人老。古往今来成一笑。为君醉里销沈了。不用登临短帽。愁绝□。吴霜点鬓教谁扫。,写景抒情
兰桡环城数叠。雾雨侵帘箔。翠竹交苍树，幽鸟声声如答。苇岸游绿鸭。暮山合。天际浓云罨，水周币。提携一醉，浊贤清圣欢洽。瀛洲美景，尽道东南都压。今日愁颜回笑颊。飞。且将萱草归插。,写景抒情
花外红楼，当时青鬓颜如玉。淡烟残烛。醉入花间宿。白发相逢，犹唱当时曲。当时曲。断弦难续。且尽杯中。,送别题赠
潮生浦口云，潮落津头树。潮本无心落又生，人自来还去。今古短长亭，送往迎来处。老尽东西南北人，亭下潮如故。,送别题赠
烟霭空江上春。夕阳芳草渡头情。飞红已逐东风远，嫩绿还因夜雨深。情脉脉，思沈沈。卷帘愁与暮云平。栏干倚遍东西曲，杜宇一声肠断人。,写景抒情
世间何处，最难忘杯酒。惟是停云想亲友。此时无一盏，千种离愁，西风外，长伴枯荷衰柳。去年深夜语，倾倒书□，窗烛心悬小红豆。记得到门时，雨正萧萧，嗟今雨、此情非旧。待与子、相期采黄花，又未卜重阳，果能晴否。,送别题赠
碧落秋风吹玉树。翠节红旌，晚过银河路。休笑星机停弄杼。凤帏已在云深处。楼上金针穿绣缕。谁管天边，隔岁分飞苦。试等夜阑寻别绪。泪痕千点罗衣露。,送别题赠
蝉带残声移别树。晚凉房户。秋风有意染黄花，下几点、凄凉雨。渺渺双鸿飞去。乱云深处。一山红叶为谁愁，供不尽、相思句。,送别题赠
悠悠莫向文山去。要把襟裾牛马汝。遥知书带草边行，正在雀罗门里住。平生插架昌黎句。不似拾柴东野苦。侵天且拟凤凰巢，扫地从他鹆舞。,咏史怀古
消得雕栏，也不枉教，车马如狂。怪元和一事，韩公子者，归来斫去，玉毁冈。为解花嘲，朝来试看，采佩殷霞露香。君休怪，算只缘太艳，俗障难降。诗人未易平章。向百卉、雕零独後装。看洪炉大器，从来成晚，只须这著，也做花王。况是月坡，花围一尺，压尽纷纷琐细芳。还堪笑，笑龙锺老凤，方入都堂。,写景抒情
阴阴一架绀云凉。袅袅千丝翠蔓长。紫玉乳圆秋结穗，水晶珠莹露凝浆。相并熟，试新尝。累累轻翦粉痕香。小槽压就西凉酒，风月无边是醉乡。,写景抒情
金谷貂蝉侣，东山锦绣丛。管弦丝竹醉东风。漫逐流莺飞舞、乱红中。清尝吾人事，诗情我辈锺。藤萝欲上更筇。笑指壶天烟绕、斗城东。,写景抒情
冰池轻皱。喜寒律乍回，微阳初透。岁晚云黄，日晴烟暖，昼刻暗添宫漏。山色岸容都变，春意欲传官柳。最好处，正酥融粉薄，一枝梅瘦。行乐，春渐近，景胜欢长，幼眇丝簧奏。鸣玉行，退朝花院，犹有御香沾袖。试问西邻虽富，何似东皋依旧。趁未老，便优游林壑，围棋把酒。,写景抒情
红入桃腮，青回柳眼，韶华已破三分。人不归来，空教草怨王孙。平明几点催花雨，梦半阑、枕初闻。问东君，因甚将春，老了闲人。东郊十里香尘满，旋安排玉勒，整顿雕轮。趁取芳时，共寻岛上红云。朱衣引马黄金带，算到头、总是虚名。莫闲愁，一半悲秋，一半伤春。,送别题赠
抚床多感慨，白发困风烟。出门有碍，更堪寒暮雪飞天。君弃一盂一衲，奔走五湖清海，杯度不乘船。来访山中友，□□□□竿。看人间，谁得似，谪仙闲。生涯不问，留情多在酒杯间。剪烛西风谈笑，零落一尊相对，不觉已更残。回首功名事，笺记谢任安。,羁旅思乡
濯锦桥边月，几度照中秋。年年此夜清景，伴我与君游。万里相随何处，看尽吴波越嶂，更向古徐州。应为霜髯老，西望倚黄楼。天如水，云似扫，素魂流。不知今夕何夕，相对语羁愁。故国归来何事，记易南枝惊鹊，还对玉蟾羞。踏尽疏桐影，更复为君留。,送别题赠
露落风高桐叶坠。小庭院、秋凉佳气。兰堂聚饮华筵启。罢令曲、呈珠缀。晚天行云凝香袂。新声内、分明心意。玉炉初喷檀烟起。敛愁在、双蛾翠。,写景抒情
飘萧我是孤飞雁。不共红尘结怨。几度蓬莱清浅。侧翅曾傍看。有时飞入西真院。许趁风光流转。玉芯绿花开遍。可惜无人见。,羁旅思乡
家住天门阊阖外，别来几度花开。近传消息到江淮。玉京知好在，金阙尚崔嵬。流落江南山尽处，雨馀苍翠成堆。暂同溪馆醉尊。恐随丹诏动，且任玉山颓。,羁旅思乡
送春归去。说与愁无数。君去後，归何处。人应空懊恼，春亦无言语。寒日暮，腾腾醉梦随风絮。尽日间庭雨。红湿秋千柱。人恨切，莺声苦。拟倾浇闷酒，留取残红树。春去也，不成不为愁人住。,送别题赠
音信西来，匆匆思作东归计。别怀萦系。为个人留滞。尊酒团栾，莫惜通宵醉。还来未。满期君至。只在初三四。,送别题赠
斗储祥，虹流祉，兆黄虞。未□□、□圣真符。千龄叶应，九河清、神物出龟图。□□□□，□盛时、朝野欢娱。靡不覆，旋穹□，□□□，□坤舆。致万国、一变华胥。霞觞□□，□□□、□□□宸趋。五云长在，望子□、□□□□。,咏史怀古
金陵故都最好，有朱楼迢递。嗟倦客、又此凭高，槛外已少佳致。更落尽梨花，飞尽杨花，春也成憔悴。问青山、三国英雄，六朝奇伟。麦甸葵丘，荒台败垒。鹿豕衔枯荠。正朝打孤城，寂寞斜阳影里。听楼头、哀笳怨角，未把酒、愁心先醉。渐夜深，月满秦淮，烟笼寒水。凄凄惨惨，冷冷清清，灯火渡头市。慨商女不知兴废。隔江犹唱庭花，馀音。伤心千古，泪痕如洗。乌衣巷口青芜路，认依稀、王谢旧邻里。临春结绮。可怜红粉成灰，萧索白杨风起。因思畴昔，铁索千寻，谩沈江底。挥羽扇、障西尘，便好角巾私第。清谈到底成何事。回首新亭，风景今如此。楚囚对泣何时已。叹人间、今古真儿戏。东风岁岁还来，吹入锺山，几重苍翠。,羁旅思乡
海角秋高风力骤。楼台四面山容瘦。季子貂裘寒欲透。悬弧昼。高歌棣萼聊卮酒。且共追欢宽白首。清闲赢得身长久。世上功名翻覆手。为君寿。腰间要看悬金斗。,人生感怀
边堠远，置邮稀。附与征衣衬铁衣。连夜不妨频梦见，过年惟望得书归。,送别题赠
